evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-010,+919820163662,+919820163667,2026-02-10T14:32:00Z,122,OUTGOING,case-003-demo,E-010-0-20163662
E-010,+919820163663,+919820163668,2026-02-11T14:32:00Z,132,OUTGOING,case-003-demo,E-010-1-20163662
E-010,+919820163664,+919820163669,2026-02-12T14:32:00Z,142,OUTGOING,case-003-demo,E-010-2-20163662
E-010,+919820163665,+919820163670,2026-02-13T14:32:00Z,152,OUTGOING,case-003-demo,E-010-3-20163662
E-010,+919820163666,+919820163671,2026-02-14T14:32:00Z,162,OUTGOING,case-003-demo,E-010-4-20163662
E-010,+919820163667,+919820163672,2026-02-15T14:32:00Z,172,OUTGOING,case-003-demo,E-010-5-20163662
E-010,+919820163668,+919820163673,2026-02-16T14:32:00Z,182,OUTGOING,case-003-demo,E-010-6-20163662
E-010,+919820163669,+919820163674,2026-02-17T14:32:00Z,192,OUTGOING,case-003-demo,E-010-7-20163662
E-010,+919820163670,+919820163675,2026-02-18T14:32:00Z,202,OUTGOING,case-003-demo,E-010-8-20163662
E-010,+919820163671,+919820163676,2026-02-19T14:32:00Z,212,OUTGOING,case-003-demo,E-010-9-20163662
