txn_id,from_account,to_account,timestamp,amount,txn_type,reference,narrative,record_nonce
TXN000161-0161,50002199309,50001885122,2025-02-10T08:00:00+00:00,47691,RTGS,TXN000161-161-0,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000162-0161,50002304038,50002618225,2025-02-10T14:00:00+00:00,204062,IMPS,TXN000162-161-1,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000163-0161,50002408767,50003351328,2025-02-10T20:00:00+00:00,217513,UPI,TXN000163-161-2,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000164-0161,50002513496,50000418916,2025-02-11T02:00:00+00:00,230964,CASH,TXN000164-161-3,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000165-0161,50002618225,50001152019,2025-02-11T08:00:00+00:00,244415,NEFT,TXN000165-161-4,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000166-0161,50002722954,50001885122,2025-02-11T14:00:00+00:00,257866,RTGS,TXN000166-161-5,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000167-0161,50002827683,50002618225,2025-02-11T20:00:00+00:00,271317,IMPS,TXN000167-161-6,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000168-0161,50002932412,50003351328,2025-02-12T02:00:00+00:00,47808,UPI,TXN000168-161-7,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000169-0161,50003037141,50000418916,2025-02-12T08:00:00+00:00,298219,CASH,TXN000169-161-8,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000170-0161,50003141870,50001152019,2025-02-12T14:00:00+00:00,311670,NEFT,TXN000170-161-9,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000171-0161,50003246599,50001885122,2025-02-12T20:00:00+00:00,325121,RTGS,TXN000171-161-10,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000172-0161,50003351328,50002618225,2025-02-13T02:00:00+00:00,338572,IMPS,TXN000172-161-11,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000173-0161,50003456057,50003351328,2025-02-13T08:00:00+00:00,352023,UPI,TXN000173-161-12,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000174-0161,50003560786,50000418916,2025-02-13T14:00:00+00:00,365474,CASH,TXN000174-161-13,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000175-0161,50000000000,50001152019,2025-02-13T20:00:00+00:00,47925,NEFT,TXN000175-161-14,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000176-0161,50000104729,50001885122,2025-02-14T02:00:00+00:00,392376,RTGS,TXN000176-161-15,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000177-0161,50000209458,50002618225,2025-02-14T08:00:00+00:00,405827,IMPS,TXN000177-161-16,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000178-0161,50000314187,50003351328,2025-02-14T14:00:00+00:00,419278,UPI,TXN000178-161-17,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000179-0161,50000418916,50000523645,2025-02-14T20:00:00+00:00,432729,CASH,TXN000179-161-18,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv
TXN000180-0161,50000523645,50001152019,2025-02-15T02:00:00+00:00,446180,NEFT,TXN000180-161-19,Transfer per transaction record,E-0161|CR-2014|evidence/CR-2014/CR-2014_FINANCIAL_06.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
