evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-175,TXN175-0000-77645273,2026-02-10,50100645273,50200645273,10273,SBIN0001234,case-019-demo,E-175-0
E-175,TXN175-0001-77645273,2026-02-11,50100645274,50200645274,10773,SBIN0001234,case-019-demo,E-175-1
E-175,TXN175-0002-77645273,2026-02-12,50100645275,50200645275,11273,SBIN0001234,case-019-demo,E-175-2
E-175,TXN175-0003-77645273,2026-02-13,50100645276,50200645276,11773,SBIN0001234,case-019-demo,E-175-3
E-175,TXN175-0004-77645273,2026-02-14,50100645277,50200645277,12273,SBIN0001234,case-019-demo,E-175-4
E-175,TXN175-0005-77645273,2026-02-15,50100645278,50200645278,12773,SBIN0001234,case-019-demo,E-175-5
E-175,TXN175-0006-77645273,2026-02-16,50100645279,50200645279,13273,SBIN0001234,case-019-demo,E-175-6
E-175,TXN175-0007-77645273,2026-02-17,50100645280,50200645280,13773,SBIN0001234,case-019-demo,E-175-7
E-175,TXN175-0008-77645273,2026-02-18,50100645281,50200645281,14273,SBIN0001234,case-019-demo,E-175-8
E-175,TXN175-0009-77645273,2026-02-19,50100645282,50200645282,14773,SBIN0001234,case-019-demo,E-175-9
E-175,TXN175-0010-77645273,2026-02-20,50100645283,50200645283,15273,SBIN0001234,case-019-demo,E-175-10
E-175,TXN175-0011-77645273,2026-02-21,50100645284,50200645284,15773,SBIN0001234,case-019-demo,E-175-11
E-175,TXN175-0012-77645273,2026-02-22,50100645285,50200645285,16273,SBIN0001234,case-019-demo,E-175-12
E-175,TXN175-0013-77645273,2026-02-23,50100645286,50200645286,16773,SBIN0001234,case-019-demo,E-175-13
E-175,TXN175-0014-77645273,2026-02-24,50100645287,50200645287,17273,SBIN0001234,case-019-demo,E-175-14
