evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-215,TXN215-0000-25859788,2026-02-10,50100859788,50200859788,14788,SBIN0001234,case-009-demo,E-215-0
E-215,TXN215-0001-25859788,2026-02-11,50100859789,50200859789,15288,SBIN0001234,case-009-demo,E-215-1
E-215,TXN215-0002-25859788,2026-02-12,50100859790,50200859790,15788,SBIN0001234,case-009-demo,E-215-2
E-215,TXN215-0003-25859788,2026-02-13,50100859791,50200859791,16288,SBIN0001234,case-009-demo,E-215-3
E-215,TXN215-0004-25859788,2026-02-14,50100859792,50200859792,16788,SBIN0001234,case-009-demo,E-215-4
E-215,TXN215-0005-25859788,2026-02-15,50100859793,50200859793,17288,SBIN0001234,case-009-demo,E-215-5
E-215,TXN215-0006-25859788,2026-02-16,50100859794,50200859794,17788,SBIN0001234,case-009-demo,E-215-6
E-215,TXN215-0007-25859788,2026-02-17,50100859795,50200859795,18288,SBIN0001234,case-009-demo,E-215-7
E-215,TXN215-0008-25859788,2026-02-18,50100859796,50200859796,18788,SBIN0001234,case-009-demo,E-215-8
E-215,TXN215-0009-25859788,2026-02-19,50100859797,50200859797,19288,SBIN0001234,case-009-demo,E-215-9
E-215,TXN215-0010-25859788,2026-02-20,50100859798,50200859798,19788,SBIN0001234,case-009-demo,E-215-10
E-215,TXN215-0011-25859788,2026-02-21,50100859799,50200859799,20288,SBIN0001234,case-009-demo,E-215-11
E-215,TXN215-0012-25859788,2026-02-22,50100859800,50200859800,20788,SBIN0001234,case-009-demo,E-215-12
E-215,TXN215-0013-25859788,2026-02-23,50100859801,50200859801,21288,SBIN0001234,case-009-demo,E-215-13
E-215,TXN215-0014-25859788,2026-02-24,50100859802,50200859802,21788,SBIN0001234,case-009-demo,E-215-14
