call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00137-000,+919000006439,+919000009042,2025-01-04T12:29:00+00:00,181,MISSED,CELL-0017,IMEI123456789012482,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-001,+919000006576,+919000011508,2025-01-04T13:06:00+00:00,204,VOICE,CELL-0018,IMEI123456789012483,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-002,+919000006713,+919000001644,2025-01-04T13:43:00+00:00,227,SMS,CELL-0019,IMEI123456789012484,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-003,+919000006850,+919000004110,2025-01-04T14:20:00+00:00,250,MISSED,CELL-0000,IMEI123456789012485,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-004,+919000006987,+919000006576,2025-01-04T14:57:00+00:00,273,VOICE,CELL-0001,IMEI123456789012486,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-005,+919000007124,+919000009179,2025-01-04T15:34:00+00:00,296,SMS,CELL-0002,IMEI123456789012487,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-006,+919000007261,+919000011645,2025-01-04T16:11:00+00:00,319,MISSED,CELL-0003,IMEI123456789012488,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-007,+919000007398,+919000001781,2025-01-04T16:48:00+00:00,342,VOICE,CELL-0004,IMEI123456789012489,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-008,+919000007535,+919000004247,2025-01-04T17:25:00+00:00,365,SMS,CELL-0005,IMEI123456789012490,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-009,+919000007672,+919000006713,2025-01-04T18:02:00+00:00,388,MISSED,CELL-0006,IMEI123456789012491,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-010,+919000007809,+919000009316,2025-01-04T18:39:00+00:00,411,VOICE,CELL-0007,IMEI123456789012492,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-011,+919000007946,+919000011782,2025-01-04T19:16:00+00:00,434,SMS,CELL-0008,IMEI123456789012493,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-012,+919000008083,+919000001918,2025-01-04T19:53:00+00:00,457,MISSED,CELL-0009,IMEI123456789012494,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-013,+919000008220,+919000004384,2025-01-04T20:30:00+00:00,480,VOICE,CELL-0010,IMEI123456789012495,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-014,+919000008357,+919000006850,2025-01-04T21:07:00+00:00,503,SMS,CELL-0011,IMEI123456789012496,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-015,+919000008494,+919000009453,2025-01-04T21:44:00+00:00,526,MISSED,CELL-0012,IMEI123456789012497,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-016,+919000008631,+919000011919,2025-01-04T22:21:00+00:00,549,VOICE,CELL-0013,IMEI123456789012498,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-017,+919000008768,+919000002055,2025-01-04T22:58:00+00:00,572,SMS,CELL-0014,IMEI123456789012499,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-018,+919000008905,+919000004521,2025-01-04T23:35:00+00:00,595,MISSED,CELL-0015,IMEI123456789012500,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv
CDR00137-019,+919000009042,+919000006987,2025-01-05T00:12:00+00:00,618,VOICE,CELL-0016,IMEI123456789012501,E-0137|CR-2012|evidence/CR-2012/CR-2012_CDR_06.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
