txn_id,from_account,to_account,timestamp,amount,txn_type,reference,narrative,record_nonce
TXN000139-0139,50003560786,50000418916,2025-02-04T20:00:00+00:00,389689,CASH,TXN000139-139-0,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000140-0139,50000000000,50001152019,2025-02-05T02:00:00+00:00,47340,NEFT,TXN000140-139-1,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000141-0139,50000104729,50001885122,2025-02-05T08:00:00+00:00,416591,RTGS,TXN000141-139-2,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000142-0139,50000209458,50002618225,2025-02-05T14:00:00+00:00,430042,IMPS,TXN000142-139-3,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000143-0139,50000314187,50003351328,2025-02-05T20:00:00+00:00,443493,UPI,TXN000143-139-4,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000144-0139,50000418916,50000523645,2025-02-06T02:00:00+00:00,456944,CASH,TXN000144-139-5,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000145-0139,50000523645,50001152019,2025-02-06T08:00:00+00:00,470395,NEFT,TXN000145-139-6,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000146-0139,50000628374,50001885122,2025-02-06T14:00:00+00:00,483846,RTGS,TXN000146-139-7,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000147-0139,50000733103,50002618225,2025-02-06T20:00:00+00:00,47457,IMPS,TXN000147-139-8,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000148-0139,50000837832,50003351328,2025-02-07T02:00:00+00:00,15748,UPI,TXN000148-139-9,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000149-0139,50000942561,50000418916,2025-02-07T08:00:00+00:00,29199,CASH,TXN000149-139-10,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000150-0139,50001047290,50001152019,2025-02-07T14:00:00+00:00,42650,NEFT,TXN000150-139-11,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000151-0139,50001152019,50001885122,2025-02-07T20:00:00+00:00,56101,RTGS,TXN000151-139-12,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000152-0139,50001256748,50002618225,2025-02-08T02:00:00+00:00,69552,IMPS,TXN000152-139-13,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000153-0139,50001361477,50003351328,2025-02-08T08:00:00+00:00,83003,UPI,TXN000153-139-14,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000154-0139,50001466206,50000418916,2025-02-08T14:00:00+00:00,47574,CASH,TXN000154-139-15,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000155-0139,50001570935,50001152019,2025-02-08T20:00:00+00:00,109905,NEFT,TXN000155-139-16,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000156-0139,50001675664,50001885122,2025-02-09T02:00:00+00:00,123356,RTGS,TXN000156-139-17,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000157-0139,50001780393,50002618225,2025-02-09T08:00:00+00:00,136807,IMPS,TXN000157-139-18,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv
TXN000158-0139,50001885122,50003351328,2025-02-09T14:00:00+00:00,150258,UPI,TXN000158-139-19,Transfer per transaction record,E-0139|CR-2012|evidence/CR-2012/CR-2012_FINANCIAL_08.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
