call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00104-000,+919000001918,+919000000685,2025-01-03T16:08:00+00:00,622,MISSED,CELL-0004,IMEI123456789012449,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-001,+919000002055,+919000003288,2025-01-03T16:45:00+00:00,45,VOICE,CELL-0005,IMEI123456789012450,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-002,+919000002192,+919000005754,2025-01-03T17:22:00+00:00,68,SMS,CELL-0006,IMEI123456789012451,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-003,+919000002329,+919000008220,2025-01-03T17:59:00+00:00,91,MISSED,CELL-0007,IMEI123456789012452,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-004,+919000002466,+919000010686,2025-01-03T18:36:00+00:00,114,VOICE,CELL-0008,IMEI123456789012453,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-005,+919000002603,+919000000822,2025-01-03T19:13:00+00:00,137,SMS,CELL-0009,IMEI123456789012454,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-006,+919000002740,+919000003425,2025-01-03T19:50:00+00:00,160,MISSED,CELL-0010,IMEI123456789012455,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-007,+919000002877,+919000005891,2025-01-03T20:27:00+00:00,183,VOICE,CELL-0011,IMEI123456789012456,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-008,+919000003014,+919000008357,2025-01-03T21:04:00+00:00,206,SMS,CELL-0012,IMEI123456789012457,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-009,+919000003151,+919000010823,2025-01-03T21:41:00+00:00,229,MISSED,CELL-0013,IMEI123456789012458,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-010,+919000003288,+919000000959,2025-01-03T22:18:00+00:00,252,VOICE,CELL-0014,IMEI123456789012459,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-011,+919000003425,+919000003562,2025-01-03T22:55:00+00:00,275,SMS,CELL-0015,IMEI123456789012460,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-012,+919000003562,+919000006028,2025-01-03T23:32:00+00:00,298,MISSED,CELL-0016,IMEI123456789012461,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-013,+919000003699,+919000008494,2025-01-04T00:09:00+00:00,321,VOICE,CELL-0017,IMEI123456789012462,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-014,+919000003836,+919000010960,2025-01-04T00:46:00+00:00,344,SMS,CELL-0018,IMEI123456789012463,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-015,+919000003973,+919000001096,2025-01-04T01:23:00+00:00,367,MISSED,CELL-0019,IMEI123456789012464,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-016,+919000004110,+919000003562,2025-01-04T02:00:00+00:00,390,VOICE,CELL-0000,IMEI123456789012465,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-017,+919000004247,+919000006165,2025-01-04T02:37:00+00:00,413,SMS,CELL-0001,IMEI123456789012466,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-018,+919000004384,+919000008631,2025-01-04T03:14:00+00:00,436,MISSED,CELL-0002,IMEI123456789012467,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv
CDR00104-019,+919000004521,+919000011097,2025-01-04T03:51:00+00:00,459,VOICE,CELL-0003,IMEI123456789012468,E-0104|CR-2009|evidence/CR-2009/CR-2009_CDR_09.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
