evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-145,TXN145-0000-35168514,2026-02-10,50100168514,50200168514,13514,SBIN0001234,case-014-demo,E-145-0
E-145,TXN145-0001-35168514,2026-02-11,50100168515,50200168515,14014,SBIN0001234,case-014-demo,E-145-1
E-145,TXN145-0002-35168514,2026-02-12,50100168516,50200168516,14514,SBIN0001234,case-014-demo,E-145-2
E-145,TXN145-0003-35168514,2026-02-13,50100168517,50200168517,15014,SBIN0001234,case-014-demo,E-145-3
E-145,TXN145-0004-35168514,2026-02-14,50100168518,50200168518,15514,SBIN0001234,case-014-demo,E-145-4
E-145,TXN145-0005-35168514,2026-02-15,50100168519,50200168519,16014,SBIN0001234,case-014-demo,E-145-5
E-145,TXN145-0006-35168514,2026-02-16,50100168520,50200168520,16514,SBIN0001234,case-014-demo,E-145-6
E-145,TXN145-0007-35168514,2026-02-17,50100168521,50200168521,17014,SBIN0001234,case-014-demo,E-145-7
E-145,TXN145-0008-35168514,2026-02-18,50100168522,50200168522,17514,SBIN0001234,case-014-demo,E-145-8
E-145,TXN145-0009-35168514,2026-02-19,50100168523,50200168523,18014,SBIN0001234,case-014-demo,E-145-9
E-145,TXN145-0010-35168514,2026-02-20,50100168524,50200168524,18514,SBIN0001234,case-014-demo,E-145-10
E-145,TXN145-0011-35168514,2026-02-21,50100168525,50200168525,19014,SBIN0001234,case-014-demo,E-145-11
E-145,TXN145-0012-35168514,2026-02-22,50100168526,50200168526,19514,SBIN0001234,case-014-demo,E-145-12
E-145,TXN145-0013-35168514,2026-02-23,50100168527,50200168527,20014,SBIN0001234,case-014-demo,E-145-13
E-145,TXN145-0014-35168514,2026-02-24,50100168528,50200168528,20514,SBIN0001234,case-014-demo,E-145-14
