evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-025,TXN025-0000-10281859,2026-02-10,50100281859,50200281859,11859,SBIN0001234,case-004-demo,E-025-0
E-025,TXN025-0001-10281859,2026-02-11,50100281860,50200281860,12359,SBIN0001234,case-004-demo,E-025-1
E-025,TXN025-0002-10281859,2026-02-12,50100281861,50200281861,12859,SBIN0001234,case-004-demo,E-025-2
E-025,TXN025-0003-10281859,2026-02-13,50100281862,50200281862,13359,SBIN0001234,case-004-demo,E-025-3
E-025,TXN025-0004-10281859,2026-02-14,50100281863,50200281863,13859,SBIN0001234,case-004-demo,E-025-4
E-025,TXN025-0005-10281859,2026-02-15,50100281864,50200281864,14359,SBIN0001234,case-004-demo,E-025-5
E-025,TXN025-0006-10281859,2026-02-16,50100281865,50200281865,14859,SBIN0001234,case-004-demo,E-025-6
E-025,TXN025-0007-10281859,2026-02-17,50100281866,50200281866,15359,SBIN0001234,case-004-demo,E-025-7
E-025,TXN025-0008-10281859,2026-02-18,50100281867,50200281867,15859,SBIN0001234,case-004-demo,E-025-8
E-025,TXN025-0009-10281859,2026-02-19,50100281868,50200281868,16359,SBIN0001234,case-004-demo,E-025-9
E-025,TXN025-0010-10281859,2026-02-20,50100281869,50200281869,16859,SBIN0001234,case-004-demo,E-025-10
E-025,TXN025-0011-10281859,2026-02-21,50100281870,50200281870,17359,SBIN0001234,case-004-demo,E-025-11
E-025,TXN025-0012-10281859,2026-02-22,50100281871,50200281871,17859,SBIN0001234,case-004-demo,E-025-12
E-025,TXN025-0013-10281859,2026-02-23,50100281872,50200281872,18359,SBIN0001234,case-004-demo,E-025-13
E-025,TXN025-0014-10281859,2026-02-24,50100281873,50200281873,18859,SBIN0001234,case-004-demo,E-025-14
