call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00273-000,+919000000411,+919000002740,2025-01-08T00:21:00+00:00,309,VOICE,CELL-0013,IMEI123456789012618,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-001,+919000000548,+919000005206,2025-01-08T00:58:00+00:00,332,SMS,CELL-0014,IMEI123456789012619,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-002,+919000000685,+919000007672,2025-01-08T01:35:00+00:00,355,MISSED,CELL-0015,IMEI123456789012620,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-003,+919000000822,+919000010138,2025-01-08T02:12:00+00:00,378,VOICE,CELL-0016,IMEI123456789012621,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-004,+919000000959,+919000000274,2025-01-08T02:49:00+00:00,401,SMS,CELL-0017,IMEI123456789012622,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-005,+919000001096,+919000002877,2025-01-08T03:26:00+00:00,424,MISSED,CELL-0018,IMEI123456789012623,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-006,+919000001233,+919000005343,2025-01-08T04:03:00+00:00,447,VOICE,CELL-0019,IMEI123456789012624,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-007,+919000001370,+919000007809,2025-01-08T04:40:00+00:00,470,SMS,CELL-0000,IMEI123456789012625,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-008,+919000001507,+919000010275,2025-01-08T05:17:00+00:00,493,MISSED,CELL-0001,IMEI123456789012626,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-009,+919000001644,+919000000411,2025-01-08T05:54:00+00:00,516,VOICE,CELL-0002,IMEI123456789012627,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-010,+919000001781,+919000003014,2025-01-08T06:31:00+00:00,539,SMS,CELL-0003,IMEI123456789012628,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-011,+919000001918,+919000005480,2025-01-08T07:08:00+00:00,562,MISSED,CELL-0004,IMEI123456789012629,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-012,+919000002055,+919000007946,2025-01-08T07:45:00+00:00,585,VOICE,CELL-0005,IMEI123456789012630,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-013,+919000002192,+919000010412,2025-01-08T08:22:00+00:00,608,SMS,CELL-0006,IMEI123456789012631,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-014,+919000002329,+919000000548,2025-01-08T08:59:00+00:00,31,MISSED,CELL-0007,IMEI123456789012632,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-015,+919000002466,+919000003151,2025-01-08T09:36:00+00:00,54,VOICE,CELL-0008,IMEI123456789012633,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-016,+919000002603,+919000005617,2025-01-08T10:13:00+00:00,77,SMS,CELL-0009,IMEI123456789012634,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-017,+919000002740,+919000008083,2025-01-08T10:50:00+00:00,100,MISSED,CELL-0010,IMEI123456789012635,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-018,+919000002877,+919000010549,2025-01-08T11:27:00+00:00,123,VOICE,CELL-0011,IMEI123456789012636,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv
CDR00273-019,+919000003014,+919000000685,2025-01-08T12:04:00+00:00,146,SMS,CELL-0012,IMEI123456789012637,E-0273|CR-2023|evidence/CR-2023/CR-2023_CDR_10.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
