evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-140,+919830402575,+919830402580,2026-02-10T14:32:00Z,135,OUTGOING,case-014-demo,E-140-0-30402575
E-140,+919830402576,+919830402581,2026-02-11T14:32:00Z,145,OUTGOING,case-014-demo,E-140-1-30402575
E-140,+919830402577,+919830402582,2026-02-12T14:32:00Z,155,OUTGOING,case-014-demo,E-140-2-30402575
E-140,+919830402578,+919830402583,2026-02-13T14:32:00Z,165,OUTGOING,case-014-demo,E-140-3-30402575
E-140,+919830402579,+919830402584,2026-02-14T14:32:00Z,175,OUTGOING,case-014-demo,E-140-4-30402575
E-140,+919830402580,+919830402585,2026-02-15T14:32:00Z,185,OUTGOING,case-014-demo,E-140-5-30402575
E-140,+919830402581,+919830402586,2026-02-16T14:32:00Z,195,OUTGOING,case-014-demo,E-140-6-30402575
E-140,+919830402582,+919830402587,2026-02-17T14:32:00Z,205,OUTGOING,case-014-demo,E-140-7-30402575
E-140,+919830402583,+919830402588,2026-02-18T14:32:00Z,215,OUTGOING,case-014-demo,E-140-8-30402575
E-140,+919830402584,+919830402589,2026-02-19T14:32:00Z,225,OUTGOING,case-014-demo,E-140-9-30402575
