evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-085,TXN085-0000-29599343,2026-02-10,50100599343,50200599343,14343,SBIN0001234,case-010-demo,E-085-0
E-085,TXN085-0001-29599343,2026-02-11,50100599344,50200599344,14843,SBIN0001234,case-010-demo,E-085-1
E-085,TXN085-0002-29599343,2026-02-12,50100599345,50200599345,15343,SBIN0001234,case-010-demo,E-085-2
E-085,TXN085-0003-29599343,2026-02-13,50100599346,50200599346,15843,SBIN0001234,case-010-demo,E-085-3
E-085,TXN085-0004-29599343,2026-02-14,50100599347,50200599347,16343,SBIN0001234,case-010-demo,E-085-4
E-085,TXN085-0005-29599343,2026-02-15,50100599348,50200599348,16843,SBIN0001234,case-010-demo,E-085-5
E-085,TXN085-0006-29599343,2026-02-16,50100599349,50200599349,17343,SBIN0001234,case-010-demo,E-085-6
E-085,TXN085-0007-29599343,2026-02-17,50100599350,50200599350,17843,SBIN0001234,case-010-demo,E-085-7
E-085,TXN085-0008-29599343,2026-02-18,50100599351,50200599351,18343,SBIN0001234,case-010-demo,E-085-8
E-085,TXN085-0009-29599343,2026-02-19,50100599352,50200599352,18843,SBIN0001234,case-010-demo,E-085-9
E-085,TXN085-0010-29599343,2026-02-20,50100599353,50200599353,19343,SBIN0001234,case-010-demo,E-085-10
E-085,TXN085-0011-29599343,2026-02-21,50100599354,50200599354,19843,SBIN0001234,case-010-demo,E-085-11
E-085,TXN085-0012-29599343,2026-02-22,50100599355,50200599355,20343,SBIN0001234,case-010-demo,E-085-12
E-085,TXN085-0013-29599343,2026-02-23,50100599356,50200599356,20843,SBIN0001234,case-010-demo,E-085-13
E-085,TXN085-0014-29599343,2026-02-24,50100599357,50200599357,21343,SBIN0001234,case-010-demo,E-085-14
