evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-250,+919808701109,+919808701114,2026-02-10T14:32:00Z,69,OUTGOING,case-010-demo,E-250-0-8701109
E-250,+919808701110,+919808701115,2026-02-11T14:32:00Z,79,OUTGOING,case-010-demo,E-250-1-8701109
E-250,+919808701111,+919808701116,2026-02-12T14:32:00Z,89,OUTGOING,case-010-demo,E-250-2-8701109
E-250,+919808701112,+919808701117,2026-02-13T14:32:00Z,99,OUTGOING,case-010-demo,E-250-3-8701109
E-250,+919808701113,+919808701118,2026-02-14T14:32:00Z,109,OUTGOING,case-010-demo,E-250-4-8701109
E-250,+919808701114,+919808701119,2026-02-15T14:32:00Z,119,OUTGOING,case-010-demo,E-250-5-8701109
E-250,+919808701115,+919808701120,2026-02-16T14:32:00Z,129,OUTGOING,case-010-demo,E-250-6-8701109
E-250,+919808701116,+919808701121,2026-02-17T14:32:00Z,139,OUTGOING,case-010-demo,E-250-7-8701109
E-250,+919808701117,+919808701122,2026-02-18T14:32:00Z,149,OUTGOING,case-010-demo,E-250-8-8701109
E-250,+919808701118,+919808701123,2026-02-19T14:32:00Z,159,OUTGOING,case-010-demo,E-250-9-8701109
