evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-160,+919803054641,+919803054646,2026-02-10T14:32:00Z,101,OUTGOING,case-018-demo,E-160-0-3054641
E-160,+919803054642,+919803054647,2026-02-11T14:32:00Z,111,OUTGOING,case-018-demo,E-160-1-3054641
E-160,+919803054643,+919803054648,2026-02-12T14:32:00Z,121,OUTGOING,case-018-demo,E-160-2-3054641
E-160,+919803054644,+919803054649,2026-02-13T14:32:00Z,131,OUTGOING,case-018-demo,E-160-3-3054641
E-160,+919803054645,+919803054650,2026-02-14T14:32:00Z,141,OUTGOING,case-018-demo,E-160-4-3054641
E-160,+919803054646,+919803054651,2026-02-15T14:32:00Z,151,OUTGOING,case-018-demo,E-160-5-3054641
E-160,+919803054647,+919803054652,2026-02-16T14:32:00Z,161,OUTGOING,case-018-demo,E-160-6-3054641
E-160,+919803054648,+919803054653,2026-02-17T14:32:00Z,171,OUTGOING,case-018-demo,E-160-7-3054641
E-160,+919803054649,+919803054654,2026-02-18T14:32:00Z,181,OUTGOING,case-018-demo,E-160-8-3054641
E-160,+919803054650,+919803054655,2026-02-19T14:32:00Z,191,OUTGOING,case-018-demo,E-160-9-3054641
