evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-105,TXN105-0000-96740674,2026-02-10,50100740674,50200740674,10674,SBIN0001234,case-011-demo,E-105-0
E-105,TXN105-0001-96740674,2026-02-11,50100740675,50200740675,11174,SBIN0001234,case-011-demo,E-105-1
E-105,TXN105-0002-96740674,2026-02-12,50100740676,50200740676,11674,SBIN0001234,case-011-demo,E-105-2
E-105,TXN105-0003-96740674,2026-02-13,50100740677,50200740677,12174,SBIN0001234,case-011-demo,E-105-3
E-105,TXN105-0004-96740674,2026-02-14,50100740678,50200740678,12674,SBIN0001234,case-011-demo,E-105-4
E-105,TXN105-0005-96740674,2026-02-15,50100740679,50200740679,13174,SBIN0001234,case-011-demo,E-105-5
E-105,TXN105-0006-96740674,2026-02-16,50100740680,50200740680,13674,SBIN0001234,case-011-demo,E-105-6
E-105,TXN105-0007-96740674,2026-02-17,50100740681,50200740681,14174,SBIN0001234,case-011-demo,E-105-7
E-105,TXN105-0008-96740674,2026-02-18,50100740682,50200740682,14674,SBIN0001234,case-011-demo,E-105-8
E-105,TXN105-0009-96740674,2026-02-19,50100740683,50200740683,15174,SBIN0001234,case-011-demo,E-105-9
E-105,TXN105-0010-96740674,2026-02-20,50100740684,50200740684,15674,SBIN0001234,case-011-demo,E-105-10
E-105,TXN105-0011-96740674,2026-02-21,50100740685,50200740685,16174,SBIN0001234,case-011-demo,E-105-11
E-105,TXN105-0012-96740674,2026-02-22,50100740686,50200740686,16674,SBIN0001234,case-011-demo,E-105-12
E-105,TXN105-0013-96740674,2026-02-23,50100740687,50200740687,17174,SBIN0001234,case-011-demo,E-105-13
E-105,TXN105-0014-96740674,2026-02-24,50100740688,50200740688,17674,SBIN0001234,case-011-demo,E-105-14
