evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-040,+919898283643,+919898283648,2026-02-10T14:32:00Z,103,OUTGOING,case-005-demo,E-040-0-98283643
E-040,+919898283644,+919898283649,2026-02-11T14:32:00Z,113,OUTGOING,case-005-demo,E-040-1-98283643
E-040,+919898283645,+919898283650,2026-02-12T14:32:00Z,123,OUTGOING,case-005-demo,E-040-2-98283643
E-040,+919898283646,+919898283651,2026-02-13T14:32:00Z,133,OUTGOING,case-005-demo,E-040-3-98283643
E-040,+919898283647,+919898283652,2026-02-14T14:32:00Z,143,OUTGOING,case-005-demo,E-040-4-98283643
E-040,+919898283648,+919898283653,2026-02-15T14:32:00Z,153,OUTGOING,case-005-demo,E-040-5-98283643
E-040,+919898283649,+919898283654,2026-02-16T14:32:00Z,163,OUTGOING,case-005-demo,E-040-6-98283643
E-040,+919898283650,+919898283655,2026-02-17T14:32:00Z,173,OUTGOING,case-005-demo,E-040-7-98283643
E-040,+919898283651,+919898283656,2026-02-18T14:32:00Z,183,OUTGOING,case-005-demo,E-040-8-98283643
E-040,+919898283652,+919898283657,2026-02-19T14:32:00Z,193,OUTGOING,case-005-demo,E-040-9-98283643
