evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-020,+919815026318,+919815026323,2026-02-10T14:32:00Z,78,OUTGOING,case-004-demo,E-020-0-15026318
E-020,+919815026319,+919815026324,2026-02-11T14:32:00Z,88,OUTGOING,case-004-demo,E-020-1-15026318
E-020,+919815026320,+919815026325,2026-02-12T14:32:00Z,98,OUTGOING,case-004-demo,E-020-2-15026318
E-020,+919815026321,+919815026326,2026-02-13T14:32:00Z,108,OUTGOING,case-004-demo,E-020-3-15026318
E-020,+919815026322,+919815026327,2026-02-14T14:32:00Z,118,OUTGOING,case-004-demo,E-020-4-15026318
E-020,+919815026323,+919815026328,2026-02-15T14:32:00Z,128,OUTGOING,case-004-demo,E-020-5-15026318
E-020,+919815026324,+919815026329,2026-02-16T14:32:00Z,138,OUTGOING,case-004-demo,E-020-6-15026318
E-020,+919815026325,+919815026330,2026-02-17T14:32:00Z,148,OUTGOING,case-004-demo,E-020-7-15026318
E-020,+919815026326,+919815026331,2026-02-18T14:32:00Z,158,OUTGOING,case-004-demo,E-020-8-15026318
E-020,+919815026327,+919815026332,2026-02-19T14:32:00Z,168,OUTGOING,case-004-demo,E-020-9-15026318
