txn_id,from_account,to_account,timestamp,amount,txn_type,reference,narrative,record_nonce
TXN000047-0297,50001256748,50002618225,2025-01-12T20:00:00+00:00,142197,IMPS,TXN000047-297-0,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000048-0297,50001361477,50003351328,2025-01-13T02:00:00+00:00,155648,UPI,TXN000048-297-1,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000049-0297,50001466206,50000418916,2025-01-13T08:00:00+00:00,45819,CASH,TXN000049-297-2,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000050-0297,50001570935,50001152019,2025-01-13T14:00:00+00:00,182550,NEFT,TXN000050-297-3,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000051-0297,50001675664,50001885122,2025-01-13T20:00:00+00:00,196001,RTGS,TXN000051-297-4,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000052-0297,50001780393,50002618225,2025-01-14T02:00:00+00:00,209452,IMPS,TXN000052-297-5,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000053-0297,50001885122,50003351328,2025-01-14T08:00:00+00:00,222903,UPI,TXN000053-297-6,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000054-0297,50001989851,50000418916,2025-01-14T14:00:00+00:00,236354,CASH,TXN000054-297-7,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000055-0297,50002094580,50001152019,2025-01-14T20:00:00+00:00,249805,NEFT,TXN000055-297-8,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000056-0297,50002199309,50001885122,2025-01-15T02:00:00+00:00,45936,RTGS,TXN000056-297-9,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000057-0297,50002304038,50002618225,2025-01-15T08:00:00+00:00,276707,IMPS,TXN000057-297-10,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000058-0297,50002408767,50003351328,2025-01-15T14:00:00+00:00,290158,UPI,TXN000058-297-11,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000059-0297,50002513496,50000418916,2025-01-15T20:00:00+00:00,303609,CASH,TXN000059-297-12,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000060-0297,50002618225,50001152019,2025-01-16T02:00:00+00:00,317060,NEFT,TXN000060-297-13,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000061-0297,50002722954,50001885122,2025-01-16T08:00:00+00:00,330511,RTGS,TXN000061-297-14,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000062-0297,50002827683,50002618225,2025-01-16T14:00:00+00:00,343962,IMPS,TXN000062-297-15,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000063-0297,50002932412,50003351328,2025-01-16T20:00:00+00:00,46053,UPI,TXN000063-297-16,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000064-0297,50003037141,50000418916,2025-01-17T02:00:00+00:00,370864,CASH,TXN000064-297-17,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000065-0297,50003141870,50001152019,2025-01-17T08:00:00+00:00,384315,NEFT,TXN000065-297-18,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv
TXN000066-0297,50003246599,50001885122,2025-01-17T14:00:00+00:00,397766,RTGS,TXN000066-297-19,Transfer per transaction record,E-0297|CR-2025|evidence/CR-2025/CR-2025_FINANCIAL_10.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
