evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-205,TXN205-0000-85643482,2026-02-10,50100643482,50200643482,13482,SBIN0001234,case-020-demo,E-205-0
E-205,TXN205-0001-85643482,2026-02-11,50100643483,50200643483,13982,SBIN0001234,case-020-demo,E-205-1
E-205,TXN205-0002-85643482,2026-02-12,50100643484,50200643484,14482,SBIN0001234,case-020-demo,E-205-2
E-205,TXN205-0003-85643482,2026-02-13,50100643485,50200643485,14982,SBIN0001234,case-020-demo,E-205-3
E-205,TXN205-0004-85643482,2026-02-14,50100643486,50200643486,15482,SBIN0001234,case-020-demo,E-205-4
E-205,TXN205-0005-85643482,2026-02-15,50100643487,50200643487,15982,SBIN0001234,case-020-demo,E-205-5
E-205,TXN205-0006-85643482,2026-02-16,50100643488,50200643488,16482,SBIN0001234,case-020-demo,E-205-6
E-205,TXN205-0007-85643482,2026-02-17,50100643489,50200643489,16982,SBIN0001234,case-020-demo,E-205-7
E-205,TXN205-0008-85643482,2026-02-18,50100643490,50200643490,17482,SBIN0001234,case-020-demo,E-205-8
E-205,TXN205-0009-85643482,2026-02-19,50100643491,50200643491,17982,SBIN0001234,case-020-demo,E-205-9
E-205,TXN205-0010-85643482,2026-02-20,50100643492,50200643492,18482,SBIN0001234,case-020-demo,E-205-10
E-205,TXN205-0011-85643482,2026-02-21,50100643493,50200643493,18982,SBIN0001234,case-020-demo,E-205-11
E-205,TXN205-0012-85643482,2026-02-22,50100643494,50200643494,19482,SBIN0001234,case-020-demo,E-205-12
E-205,TXN205-0013-85643482,2026-02-23,50100643495,50200643495,19982,SBIN0001234,case-020-demo,E-205-13
E-205,TXN205-0014-85643482,2026-02-24,50100643496,50200643496,20482,SBIN0001234,case-020-demo,E-205-14
