call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00012-000,+919000001644,+919000005754,2025-01-01T07:24:00+00:00,306,VOICE,CELL-0012,IMEI123456789012357,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-001,+919000001781,+919000008220,2025-01-01T08:01:00+00:00,329,SMS,CELL-0013,IMEI123456789012358,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-002,+919000001918,+919000010686,2025-01-01T08:38:00+00:00,352,MISSED,CELL-0014,IMEI123456789012359,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-003,+919000002055,+919000000822,2025-01-01T09:15:00+00:00,375,VOICE,CELL-0015,IMEI123456789012360,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-004,+919000002192,+919000003425,2025-01-01T09:52:00+00:00,398,SMS,CELL-0016,IMEI123456789012361,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-005,+919000002329,+919000005891,2025-01-01T10:29:00+00:00,421,MISSED,CELL-0017,IMEI123456789012362,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-006,+919000002466,+919000008357,2025-01-01T11:06:00+00:00,444,VOICE,CELL-0018,IMEI123456789012363,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-007,+919000002603,+919000010823,2025-01-01T11:43:00+00:00,467,SMS,CELL-0019,IMEI123456789012364,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-008,+919000002740,+919000000959,2025-01-01T12:20:00+00:00,490,MISSED,CELL-0000,IMEI123456789012365,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-009,+919000002877,+919000003562,2025-01-01T12:57:00+00:00,513,VOICE,CELL-0001,IMEI123456789012366,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-010,+919000003014,+919000006028,2025-01-01T13:34:00+00:00,536,SMS,CELL-0002,IMEI123456789012367,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-011,+919000003151,+919000008494,2025-01-01T14:11:00+00:00,559,MISSED,CELL-0003,IMEI123456789012368,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-012,+919000003288,+919000010960,2025-01-01T14:48:00+00:00,582,VOICE,CELL-0004,IMEI123456789012369,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-013,+919000003425,+919000001096,2025-01-01T15:25:00+00:00,605,SMS,CELL-0005,IMEI123456789012370,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-014,+919000003562,+919000003699,2025-01-01T16:02:00+00:00,628,MISSED,CELL-0006,IMEI123456789012371,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-015,+919000003699,+919000006165,2025-01-01T16:39:00+00:00,51,VOICE,CELL-0007,IMEI123456789012372,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-016,+919000003836,+919000008631,2025-01-01T17:16:00+00:00,74,SMS,CELL-0008,IMEI123456789012373,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-017,+919000003973,+919000011097,2025-01-01T17:53:00+00:00,97,MISSED,CELL-0009,IMEI123456789012374,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-018,+919000004110,+919000001233,2025-01-01T18:30:00+00:00,120,VOICE,CELL-0010,IMEI123456789012375,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv
CDR00012-019,+919000004247,+919000003699,2025-01-01T19:07:00+00:00,143,SMS,CELL-0011,IMEI123456789012376,E-0012|CR-2002|evidence/CR-2002/CR-2002_CDR_01.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
