evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-170,+919827715818,+919827715823,2026-02-10T14:32:00Z,78,OUTGOING,case-018-demo,E-170-0-27715818
E-170,+919827715819,+919827715824,2026-02-11T14:32:00Z,88,OUTGOING,case-018-demo,E-170-1-27715818
E-170,+919827715820,+919827715825,2026-02-12T14:32:00Z,98,OUTGOING,case-018-demo,E-170-2-27715818
E-170,+919827715821,+919827715826,2026-02-13T14:32:00Z,108,OUTGOING,case-018-demo,E-170-3-27715818
E-170,+919827715822,+919827715827,2026-02-14T14:32:00Z,118,OUTGOING,case-018-demo,E-170-4-27715818
E-170,+919827715823,+919827715828,2026-02-15T14:32:00Z,128,OUTGOING,case-018-demo,E-170-5-27715818
E-170,+919827715824,+919827715829,2026-02-16T14:32:00Z,138,OUTGOING,case-018-demo,E-170-6-27715818
E-170,+919827715825,+919827715830,2026-02-17T14:32:00Z,148,OUTGOING,case-018-demo,E-170-7-27715818
E-170,+919827715826,+919827715831,2026-02-18T14:32:00Z,158,OUTGOING,case-018-demo,E-170-8-27715818
E-170,+919827715827,+919827715832,2026-02-19T14:32:00Z,168,OUTGOING,case-018-demo,E-170-9-27715818
