evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-120,+919849359653,+919849359658,2026-02-10T14:32:00Z,113,OUTGOING,case-013-demo,E-120-0-49359653
E-120,+919849359654,+919849359659,2026-02-11T14:32:00Z,123,OUTGOING,case-013-demo,E-120-1-49359653
E-120,+919849359655,+919849359660,2026-02-12T14:32:00Z,133,OUTGOING,case-013-demo,E-120-2-49359653
E-120,+919849359656,+919849359661,2026-02-13T14:32:00Z,143,OUTGOING,case-013-demo,E-120-3-49359653
E-120,+919849359657,+919849359662,2026-02-14T14:32:00Z,153,OUTGOING,case-013-demo,E-120-4-49359653
E-120,+919849359658,+919849359663,2026-02-15T14:32:00Z,163,OUTGOING,case-013-demo,E-120-5-49359653
E-120,+919849359659,+919849359664,2026-02-16T14:32:00Z,173,OUTGOING,case-013-demo,E-120-6-49359653
E-120,+919849359660,+919849359665,2026-02-17T14:32:00Z,183,OUTGOING,case-013-demo,E-120-7-49359653
E-120,+919849359661,+919849359666,2026-02-18T14:32:00Z,193,OUTGOING,case-013-demo,E-120-8-49359653
E-120,+919849359662,+919849359667,2026-02-19T14:32:00Z,203,OUTGOING,case-013-demo,E-120-9-49359653
