evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-260,+919871669498,+919871669503,2026-02-10T14:32:00Z,158,OUTGOING,case-003-demo,E-260-0-71669498
E-260,+919871669499,+919871669504,2026-02-11T14:32:00Z,168,OUTGOING,case-003-demo,E-260-1-71669498
E-260,+919871669500,+919871669505,2026-02-12T14:32:00Z,178,OUTGOING,case-003-demo,E-260-2-71669498
E-260,+919871669501,+919871669506,2026-02-13T14:32:00Z,188,OUTGOING,case-003-demo,E-260-3-71669498
E-260,+919871669502,+919871669507,2026-02-14T14:32:00Z,198,OUTGOING,case-003-demo,E-260-4-71669498
E-260,+919871669503,+919871669508,2026-02-15T14:32:00Z,208,OUTGOING,case-003-demo,E-260-5-71669498
E-260,+919871669504,+919871669509,2026-02-16T14:32:00Z,218,OUTGOING,case-003-demo,E-260-6-71669498
E-260,+919871669505,+919871669510,2026-02-17T14:32:00Z,228,OUTGOING,case-003-demo,E-260-7-71669498
E-260,+919871669506,+919871669511,2026-02-18T14:32:00Z,238,OUTGOING,case-003-demo,E-260-8-71669498
E-260,+919871669507,+919871669512,2026-02-19T14:32:00Z,248,OUTGOING,case-003-demo,E-260-9-71669498
