evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-285,TXN285-0000-1530528,2026-02-10,50100530528,50200530528,10528,SBIN0001234,case-009-demo,E-285-0
E-285,TXN285-0001-1530528,2026-02-11,50100530529,50200530529,11028,SBIN0001234,case-009-demo,E-285-1
E-285,TXN285-0002-1530528,2026-02-12,50100530530,50200530530,11528,SBIN0001234,case-009-demo,E-285-2
E-285,TXN285-0003-1530528,2026-02-13,50100530531,50200530531,12028,SBIN0001234,case-009-demo,E-285-3
E-285,TXN285-0004-1530528,2026-02-14,50100530532,50200530532,12528,SBIN0001234,case-009-demo,E-285-4
E-285,TXN285-0005-1530528,2026-02-15,50100530533,50200530533,13028,SBIN0001234,case-009-demo,E-285-5
E-285,TXN285-0006-1530528,2026-02-16,50100530534,50200530534,13528,SBIN0001234,case-009-demo,E-285-6
E-285,TXN285-0007-1530528,2026-02-17,50100530535,50200530535,14028,SBIN0001234,case-009-demo,E-285-7
E-285,TXN285-0008-1530528,2026-02-18,50100530536,50200530536,14528,SBIN0001234,case-009-demo,E-285-8
E-285,TXN285-0009-1530528,2026-02-19,50100530537,50200530537,15028,SBIN0001234,case-009-demo,E-285-9
E-285,TXN285-0010-1530528,2026-02-20,50100530538,50200530538,15528,SBIN0001234,case-009-demo,E-285-10
E-285,TXN285-0011-1530528,2026-02-21,50100530539,50200530539,16028,SBIN0001234,case-009-demo,E-285-11
E-285,TXN285-0012-1530528,2026-02-22,50100530540,50200530540,16528,SBIN0001234,case-009-demo,E-285-12
E-285,TXN285-0013-1530528,2026-02-23,50100530541,50200530541,17028,SBIN0001234,case-009-demo,E-285-13
E-285,TXN285-0014-1530528,2026-02-24,50100530542,50200530542,17528,SBIN0001234,case-009-demo,E-285-14
