evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-195,TXN195-0000-62206930,2026-02-10,50100206930,50200206930,11930,SBIN0001234,case-020-demo,E-195-0
E-195,TXN195-0001-62206930,2026-02-11,50100206931,50200206931,12430,SBIN0001234,case-020-demo,E-195-1
E-195,TXN195-0002-62206930,2026-02-12,50100206932,50200206932,12930,SBIN0001234,case-020-demo,E-195-2
E-195,TXN195-0003-62206930,2026-02-13,50100206933,50200206933,13430,SBIN0001234,case-020-demo,E-195-3
E-195,TXN195-0004-62206930,2026-02-14,50100206934,50200206934,13930,SBIN0001234,case-020-demo,E-195-4
E-195,TXN195-0005-62206930,2026-02-15,50100206935,50200206935,14430,SBIN0001234,case-020-demo,E-195-5
E-195,TXN195-0006-62206930,2026-02-16,50100206936,50200206936,14930,SBIN0001234,case-020-demo,E-195-6
E-195,TXN195-0007-62206930,2026-02-17,50100206937,50200206937,15430,SBIN0001234,case-020-demo,E-195-7
E-195,TXN195-0008-62206930,2026-02-18,50100206938,50200206938,15930,SBIN0001234,case-020-demo,E-195-8
E-195,TXN195-0009-62206930,2026-02-19,50100206939,50200206939,16430,SBIN0001234,case-020-demo,E-195-9
E-195,TXN195-0010-62206930,2026-02-20,50100206940,50200206940,16930,SBIN0001234,case-020-demo,E-195-10
E-195,TXN195-0011-62206930,2026-02-21,50100206941,50200206941,17430,SBIN0001234,case-020-demo,E-195-11
E-195,TXN195-0012-62206930,2026-02-22,50100206942,50200206942,17930,SBIN0001234,case-020-demo,E-195-12
E-195,TXN195-0013-62206930,2026-02-23,50100206943,50200206943,18430,SBIN0001234,case-020-demo,E-195-13
E-195,TXN195-0014-62206930,2026-02-24,50100206944,50200206944,18930,SBIN0001234,case-020-demo,E-195-14
