call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00170-000,+919000010960,+919000004932,2025-01-05T08:50:00+00:00,340,MISSED,CELL-0010,IMEI123456789012515,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-001,+919000011097,+919000007398,2025-01-05T09:27:00+00:00,363,VOICE,CELL-0011,IMEI123456789012516,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-002,+919000011234,+919000009864,2025-01-05T10:04:00+00:00,386,SMS,CELL-0012,IMEI123456789012517,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-003,+919000011371,+919000000137,2025-01-05T10:41:00+00:00,409,MISSED,CELL-0013,IMEI123456789012518,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-004,+919000011508,+919000002603,2025-01-05T11:18:00+00:00,432,VOICE,CELL-0014,IMEI123456789012519,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-005,+919000011645,+919000005069,2025-01-05T11:55:00+00:00,455,SMS,CELL-0015,IMEI123456789012520,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-006,+919000011782,+919000007535,2025-01-05T12:32:00+00:00,478,MISSED,CELL-0016,IMEI123456789012521,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-007,+919000011919,+919000010001,2025-01-05T13:09:00+00:00,501,VOICE,CELL-0017,IMEI123456789012522,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-008,+919000012056,+919000000274,2025-01-05T13:46:00+00:00,524,SMS,CELL-0018,IMEI123456789012523,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-009,+919000012193,+919000002740,2025-01-05T14:23:00+00:00,547,MISSED,CELL-0019,IMEI123456789012524,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-010,+919000000000,+919000005206,2025-01-05T15:00:00+00:00,570,VOICE,CELL-0000,IMEI123456789012525,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-011,+919000000137,+919000007672,2025-01-05T15:37:00+00:00,593,SMS,CELL-0001,IMEI123456789012526,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-012,+919000000274,+919000010138,2025-01-05T16:14:00+00:00,616,MISSED,CELL-0002,IMEI123456789012527,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-013,+919000000411,+919000000274,2025-01-05T16:51:00+00:00,39,VOICE,CELL-0003,IMEI123456789012528,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-014,+919000000548,+919000002877,2025-01-05T17:28:00+00:00,62,SMS,CELL-0004,IMEI123456789012529,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-015,+919000000685,+919000005343,2025-01-05T18:05:00+00:00,85,MISSED,CELL-0005,IMEI123456789012530,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-016,+919000000822,+919000007809,2025-01-05T18:42:00+00:00,108,VOICE,CELL-0006,IMEI123456789012531,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-017,+919000000959,+919000010275,2025-01-05T19:19:00+00:00,131,SMS,CELL-0007,IMEI123456789012532,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-018,+919000001096,+919000000411,2025-01-05T19:56:00+00:00,154,MISSED,CELL-0008,IMEI123456789012533,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv
CDR00170-019,+919000001233,+919000003014,2025-01-05T20:33:00+00:00,177,VOICE,CELL-0009,IMEI123456789012534,E-0170|CR-2015|evidence/CR-2015/CR-2015_CDR_03.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
