evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-180,+919864081767,+919864081772,2026-02-10T14:32:00Z,127,OUTGOING,case-019-demo,E-180-0-64081767
E-180,+919864081768,+919864081773,2026-02-11T14:32:00Z,137,OUTGOING,case-019-demo,E-180-1-64081767
E-180,+919864081769,+919864081774,2026-02-12T14:32:00Z,147,OUTGOING,case-019-demo,E-180-2-64081767
E-180,+919864081770,+919864081775,2026-02-13T14:32:00Z,157,OUTGOING,case-019-demo,E-180-3-64081767
E-180,+919864081771,+919864081776,2026-02-14T14:32:00Z,167,OUTGOING,case-019-demo,E-180-4-64081767
E-180,+919864081772,+919864081777,2026-02-15T14:32:00Z,177,OUTGOING,case-019-demo,E-180-5-64081767
E-180,+919864081773,+919864081778,2026-02-16T14:32:00Z,187,OUTGOING,case-019-demo,E-180-6-64081767
E-180,+919864081774,+919864081779,2026-02-17T14:32:00Z,197,OUTGOING,case-019-demo,E-180-7-64081767
E-180,+919864081775,+919864081780,2026-02-18T14:32:00Z,207,OUTGOING,case-019-demo,E-180-8-64081767
E-180,+919864081776,+919864081781,2026-02-19T14:32:00Z,217,OUTGOING,case-019-demo,E-180-9-64081767
