evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-280,+919843329141,+919843329146,2026-02-10T14:32:00Z,101,OUTGOING,case-002-demo,E-280-0-43329141
E-280,+919843329142,+919843329147,2026-02-11T14:32:00Z,111,OUTGOING,case-002-demo,E-280-1-43329141
E-280,+919843329143,+919843329148,2026-02-12T14:32:00Z,121,OUTGOING,case-002-demo,E-280-2-43329141
E-280,+919843329144,+919843329149,2026-02-13T14:32:00Z,131,OUTGOING,case-002-demo,E-280-3-43329141
E-280,+919843329145,+919843329150,2026-02-14T14:32:00Z,141,OUTGOING,case-002-demo,E-280-4-43329141
E-280,+919843329146,+919843329151,2026-02-15T14:32:00Z,151,OUTGOING,case-002-demo,E-280-5-43329141
E-280,+919843329147,+919843329152,2026-02-16T14:32:00Z,161,OUTGOING,case-002-demo,E-280-6-43329141
E-280,+919843329148,+919843329153,2026-02-17T14:32:00Z,171,OUTGOING,case-002-demo,E-280-7-43329141
E-280,+919843329149,+919843329154,2026-02-18T14:32:00Z,181,OUTGOING,case-002-demo,E-280-8-43329141
E-280,+919843329150,+919843329155,2026-02-19T14:32:00Z,191,OUTGOING,case-002-demo,E-280-9-43329141
