evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-110,+919824782109,+919824782114,2026-02-10T14:32:00Z,69,OUTGOING,case-012-demo,E-110-0-24782109
E-110,+919824782110,+919824782115,2026-02-11T14:32:00Z,79,OUTGOING,case-012-demo,E-110-1-24782109
E-110,+919824782111,+919824782116,2026-02-12T14:32:00Z,89,OUTGOING,case-012-demo,E-110-2-24782109
E-110,+919824782112,+919824782117,2026-02-13T14:32:00Z,99,OUTGOING,case-012-demo,E-110-3-24782109
E-110,+919824782113,+919824782118,2026-02-14T14:32:00Z,109,OUTGOING,case-012-demo,E-110-4-24782109
E-110,+919824782114,+919824782119,2026-02-15T14:32:00Z,119,OUTGOING,case-012-demo,E-110-5-24782109
E-110,+919824782115,+919824782120,2026-02-16T14:32:00Z,129,OUTGOING,case-012-demo,E-110-6-24782109
E-110,+919824782116,+919824782121,2026-02-17T14:32:00Z,139,OUTGOING,case-012-demo,E-110-7-24782109
E-110,+919824782117,+919824782122,2026-02-18T14:32:00Z,149,OUTGOING,case-012-demo,E-110-8-24782109
E-110,+919824782118,+919824782123,2026-02-19T14:32:00Z,159,OUTGOING,case-012-demo,E-110-9-24782109
