call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00115-000,+919000003425,+919000003562,2025-01-03T22:55:00+00:00,275,SMS,CELL-0015,IMEI123456789012460,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-001,+919000003562,+919000006028,2025-01-03T23:32:00+00:00,298,MISSED,CELL-0016,IMEI123456789012461,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-002,+919000003699,+919000008494,2025-01-04T00:09:00+00:00,321,VOICE,CELL-0017,IMEI123456789012462,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-003,+919000003836,+919000010960,2025-01-04T00:46:00+00:00,344,SMS,CELL-0018,IMEI123456789012463,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-004,+919000003973,+919000001096,2025-01-04T01:23:00+00:00,367,MISSED,CELL-0019,IMEI123456789012464,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-005,+919000004110,+919000003562,2025-01-04T02:00:00+00:00,390,VOICE,CELL-0000,IMEI123456789012465,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-006,+919000004247,+919000006165,2025-01-04T02:37:00+00:00,413,SMS,CELL-0001,IMEI123456789012466,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-007,+919000004384,+919000008631,2025-01-04T03:14:00+00:00,436,MISSED,CELL-0002,IMEI123456789012467,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-008,+919000004521,+919000011097,2025-01-04T03:51:00+00:00,459,VOICE,CELL-0003,IMEI123456789012468,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-009,+919000004658,+919000001233,2025-01-04T04:28:00+00:00,482,SMS,CELL-0004,IMEI123456789012469,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-010,+919000004795,+919000003699,2025-01-04T05:05:00+00:00,505,MISSED,CELL-0005,IMEI123456789012470,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-011,+919000004932,+919000006302,2025-01-04T05:42:00+00:00,528,VOICE,CELL-0006,IMEI123456789012471,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-012,+919000005069,+919000008768,2025-01-04T06:19:00+00:00,551,SMS,CELL-0007,IMEI123456789012472,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-013,+919000005206,+919000011234,2025-01-04T06:56:00+00:00,574,MISSED,CELL-0008,IMEI123456789012473,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-014,+919000005343,+919000001370,2025-01-04T07:33:00+00:00,597,VOICE,CELL-0009,IMEI123456789012474,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-015,+919000005480,+919000003836,2025-01-04T08:10:00+00:00,620,SMS,CELL-0010,IMEI123456789012475,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-016,+919000005617,+919000006439,2025-01-04T08:47:00+00:00,43,MISSED,CELL-0011,IMEI123456789012476,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-017,+919000005754,+919000008905,2025-01-04T09:24:00+00:00,66,VOICE,CELL-0012,IMEI123456789012477,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-018,+919000005891,+919000011371,2025-01-04T10:01:00+00:00,89,SMS,CELL-0013,IMEI123456789012478,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv
CDR00115-019,+919000006028,+919000001507,2025-01-04T10:38:00+00:00,112,MISSED,CELL-0014,IMEI123456789012479,E-0115|CR-2010|evidence/CR-2010/CR-2010_CDR_08.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
