evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-230,+919807258429,+919807258434,2026-02-10T14:32:00Z,89,OUTGOING,case-012-demo,E-230-0-7258429
E-230,+919807258430,+919807258435,2026-02-11T14:32:00Z,99,OUTGOING,case-012-demo,E-230-1-7258429
E-230,+919807258431,+919807258436,2026-02-12T14:32:00Z,109,OUTGOING,case-012-demo,E-230-2-7258429
E-230,+919807258432,+919807258437,2026-02-13T14:32:00Z,119,OUTGOING,case-012-demo,E-230-3-7258429
E-230,+919807258433,+919807258438,2026-02-14T14:32:00Z,129,OUTGOING,case-012-demo,E-230-4-7258429
E-230,+919807258434,+919807258439,2026-02-15T14:32:00Z,139,OUTGOING,case-012-demo,E-230-5-7258429
E-230,+919807258435,+919807258440,2026-02-16T14:32:00Z,149,OUTGOING,case-012-demo,E-230-6-7258429
E-230,+919807258436,+919807258441,2026-02-17T14:32:00Z,159,OUTGOING,case-012-demo,E-230-7-7258429
E-230,+919807258437,+919807258442,2026-02-18T14:32:00Z,169,OUTGOING,case-012-demo,E-230-8-7258429
E-230,+919807258438,+919807258443,2026-02-19T14:32:00Z,179,OUTGOING,case-012-demo,E-230-9-7258429
