evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-065,TXN065-0000-45901593,2026-02-10,50100901593,50200901593,11593,SBIN0001234,case-007-demo,E-065-0
E-065,TXN065-0001-45901593,2026-02-11,50100901594,50200901594,12093,SBIN0001234,case-007-demo,E-065-1
E-065,TXN065-0002-45901593,2026-02-12,50100901595,50200901595,12593,SBIN0001234,case-007-demo,E-065-2
E-065,TXN065-0003-45901593,2026-02-13,50100901596,50200901596,13093,SBIN0001234,case-007-demo,E-065-3
E-065,TXN065-0004-45901593,2026-02-14,50100901597,50200901597,13593,SBIN0001234,case-007-demo,E-065-4
E-065,TXN065-0005-45901593,2026-02-15,50100901598,50200901598,14093,SBIN0001234,case-007-demo,E-065-5
E-065,TXN065-0006-45901593,2026-02-16,50100901599,50200901599,14593,SBIN0001234,case-007-demo,E-065-6
E-065,TXN065-0007-45901593,2026-02-17,50100901600,50200901600,15093,SBIN0001234,case-007-demo,E-065-7
E-065,TXN065-0008-45901593,2026-02-18,50100901601,50200901601,15593,SBIN0001234,case-007-demo,E-065-8
E-065,TXN065-0009-45901593,2026-02-19,50100901602,50200901602,16093,SBIN0001234,case-007-demo,E-065-9
E-065,TXN065-0010-45901593,2026-02-20,50100901603,50200901603,16593,SBIN0001234,case-007-demo,E-065-10
E-065,TXN065-0011-45901593,2026-02-21,50100901604,50200901604,17093,SBIN0001234,case-007-demo,E-065-11
E-065,TXN065-0012-45901593,2026-02-22,50100901605,50200901605,17593,SBIN0001234,case-007-demo,E-065-12
E-065,TXN065-0013-45901593,2026-02-23,50100901606,50200901606,18093,SBIN0001234,case-007-demo,E-065-13
E-065,TXN065-0014-45901593,2026-02-24,50100901607,50200901607,18593,SBIN0001234,case-007-demo,E-065-14
