call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00262-000,+919000011234,+919000000000,2025-01-07T17:34:00+00:00,56,SMS,CELL-0002,IMEI123456789012607,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-001,+919000011371,+919000002466,2025-01-07T18:11:00+00:00,79,MISSED,CELL-0003,IMEI123456789012608,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-002,+919000011508,+919000004932,2025-01-07T18:48:00+00:00,102,VOICE,CELL-0004,IMEI123456789012609,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-003,+919000011645,+919000007398,2025-01-07T19:25:00+00:00,125,SMS,CELL-0005,IMEI123456789012610,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-004,+919000011782,+919000009864,2025-01-07T20:02:00+00:00,148,MISSED,CELL-0006,IMEI123456789012611,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-005,+919000011919,+919000000137,2025-01-07T20:39:00+00:00,171,VOICE,CELL-0007,IMEI123456789012612,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-006,+919000012056,+919000002603,2025-01-07T21:16:00+00:00,194,SMS,CELL-0008,IMEI123456789012613,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-007,+919000012193,+919000005069,2025-01-07T21:53:00+00:00,217,MISSED,CELL-0009,IMEI123456789012614,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-008,+919000000000,+919000007535,2025-01-07T22:30:00+00:00,240,VOICE,CELL-0010,IMEI123456789012615,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-009,+919000000137,+919000010001,2025-01-07T23:07:00+00:00,263,SMS,CELL-0011,IMEI123456789012616,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-010,+919000000274,+919000000137,2025-01-07T23:44:00+00:00,286,MISSED,CELL-0012,IMEI123456789012617,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-011,+919000000411,+919000002740,2025-01-08T00:21:00+00:00,309,VOICE,CELL-0013,IMEI123456789012618,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-012,+919000000548,+919000005206,2025-01-08T00:58:00+00:00,332,SMS,CELL-0014,IMEI123456789012619,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-013,+919000000685,+919000007672,2025-01-08T01:35:00+00:00,355,MISSED,CELL-0015,IMEI123456789012620,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-014,+919000000822,+919000010138,2025-01-08T02:12:00+00:00,378,VOICE,CELL-0016,IMEI123456789012621,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-015,+919000000959,+919000000274,2025-01-08T02:49:00+00:00,401,SMS,CELL-0017,IMEI123456789012622,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-016,+919000001096,+919000002877,2025-01-08T03:26:00+00:00,424,MISSED,CELL-0018,IMEI123456789012623,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-017,+919000001233,+919000005343,2025-01-08T04:03:00+00:00,447,VOICE,CELL-0019,IMEI123456789012624,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-018,+919000001370,+919000007809,2025-01-08T04:40:00+00:00,470,SMS,CELL-0000,IMEI123456789012625,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv
CDR00262-019,+919000001507,+919000010275,2025-01-08T05:17:00+00:00,493,MISSED,CELL-0001,IMEI123456789012626,E-0262|CR-2022|evidence/CR-2022/CR-2022_CDR_11.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
