evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-055,TXN055-0000-28296849,2026-02-10,50100296849,50200296849,11849,SBIN0001234,case-006-demo,E-055-0
E-055,TXN055-0001-28296849,2026-02-11,50100296850,50200296850,12349,SBIN0001234,case-006-demo,E-055-1
E-055,TXN055-0002-28296849,2026-02-12,50100296851,50200296851,12849,SBIN0001234,case-006-demo,E-055-2
E-055,TXN055-0003-28296849,2026-02-13,50100296852,50200296852,13349,SBIN0001234,case-006-demo,E-055-3
E-055,TXN055-0004-28296849,2026-02-14,50100296853,50200296853,13849,SBIN0001234,case-006-demo,E-055-4
E-055,TXN055-0005-28296849,2026-02-15,50100296854,50200296854,14349,SBIN0001234,case-006-demo,E-055-5
E-055,TXN055-0006-28296849,2026-02-16,50100296855,50200296855,14849,SBIN0001234,case-006-demo,E-055-6
E-055,TXN055-0007-28296849,2026-02-17,50100296856,50200296856,15349,SBIN0001234,case-006-demo,E-055-7
E-055,TXN055-0008-28296849,2026-02-18,50100296857,50200296857,15849,SBIN0001234,case-006-demo,E-055-8
E-055,TXN055-0009-28296849,2026-02-19,50100296858,50200296858,16349,SBIN0001234,case-006-demo,E-055-9
E-055,TXN055-0010-28296849,2026-02-20,50100296859,50200296859,16849,SBIN0001234,case-006-demo,E-055-10
E-055,TXN055-0011-28296849,2026-02-21,50100296860,50200296860,17349,SBIN0001234,case-006-demo,E-055-11
E-055,TXN055-0012-28296849,2026-02-22,50100296861,50200296861,17849,SBIN0001234,case-006-demo,E-055-12
E-055,TXN055-0013-28296849,2026-02-23,50100296862,50200296862,18349,SBIN0001234,case-006-demo,E-055-13
E-055,TXN055-0014-28296849,2026-02-24,50100296863,50200296863,18849,SBIN0001234,case-006-demo,E-055-14
