evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-220,+919896699055,+919896699060,2026-02-10T14:32:00Z,115,OUTGOING,case-016-demo,E-220-0-96699055
E-220,+919896699056,+919896699061,2026-02-11T14:32:00Z,125,OUTGOING,case-016-demo,E-220-1-96699055
E-220,+919896699057,+919896699062,2026-02-12T14:32:00Z,135,OUTGOING,case-016-demo,E-220-2-96699055
E-220,+919896699058,+919896699063,2026-02-13T14:32:00Z,145,OUTGOING,case-016-demo,E-220-3-96699055
E-220,+919896699059,+919896699064,2026-02-14T14:32:00Z,155,OUTGOING,case-016-demo,E-220-4-96699055
E-220,+919896699060,+919896699065,2026-02-15T14:32:00Z,165,OUTGOING,case-016-demo,E-220-5-96699055
E-220,+919896699061,+919896699066,2026-02-16T14:32:00Z,175,OUTGOING,case-016-demo,E-220-6-96699055
E-220,+919896699062,+919896699067,2026-02-17T14:32:00Z,185,OUTGOING,case-016-demo,E-220-7-96699055
E-220,+919896699063,+919896699068,2026-02-18T14:32:00Z,195,OUTGOING,case-016-demo,E-220-8-96699055
E-220,+919896699064,+919896699069,2026-02-19T14:32:00Z,205,OUTGOING,case-016-demo,E-220-9-96699055
