evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-050,+919898221390,+919898221395,2026-02-10T14:32:00Z,150,OUTGOING,case-006-demo,E-050-0-98221390
E-050,+919898221391,+919898221396,2026-02-11T14:32:00Z,160,OUTGOING,case-006-demo,E-050-1-98221390
E-050,+919898221392,+919898221397,2026-02-12T14:32:00Z,170,OUTGOING,case-006-demo,E-050-2-98221390
E-050,+919898221393,+919898221398,2026-02-13T14:32:00Z,180,OUTGOING,case-006-demo,E-050-3-98221390
E-050,+919898221394,+919898221399,2026-02-14T14:32:00Z,190,OUTGOING,case-006-demo,E-050-4-98221390
E-050,+919898221395,+919898221400,2026-02-15T14:32:00Z,200,OUTGOING,case-006-demo,E-050-5-98221390
E-050,+919898221396,+919898221401,2026-02-16T14:32:00Z,210,OUTGOING,case-006-demo,E-050-6-98221390
E-050,+919898221397,+919898221402,2026-02-17T14:32:00Z,220,OUTGOING,case-006-demo,E-050-7-98221390
E-050,+919898221398,+919898221403,2026-02-18T14:32:00Z,230,OUTGOING,case-006-demo,E-050-8-98221390
E-050,+919898221399,+919898221404,2026-02-19T14:32:00Z,240,OUTGOING,case-006-demo,E-050-9-98221390
