evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-300,+919863965057,+919863965062,2026-02-10T14:32:00Z,117,OUTGOING,case-018-demo,E-300-0-63965057
E-300,+919863965058,+919863965063,2026-02-11T14:32:00Z,127,OUTGOING,case-018-demo,E-300-1-63965057
E-300,+919863965059,+919863965064,2026-02-12T14:32:00Z,137,OUTGOING,case-018-demo,E-300-2-63965057
E-300,+919863965060,+919863965065,2026-02-13T14:32:00Z,147,OUTGOING,case-018-demo,E-300-3-63965057
E-300,+919863965061,+919863965066,2026-02-14T14:32:00Z,157,OUTGOING,case-018-demo,E-300-4-63965057
E-300,+919863965062,+919863965067,2026-02-15T14:32:00Z,167,OUTGOING,case-018-demo,E-300-5-63965057
E-300,+919863965063,+919863965068,2026-02-16T14:32:00Z,177,OUTGOING,case-018-demo,E-300-6-63965057
E-300,+919863965064,+919863965069,2026-02-17T14:32:00Z,187,OUTGOING,case-018-demo,E-300-7-63965057
E-300,+919863965065,+919863965070,2026-02-18T14:32:00Z,197,OUTGOING,case-018-demo,E-300-8-63965057
E-300,+919863965066,+919863965071,2026-02-19T14:32:00Z,207,OUTGOING,case-018-demo,E-300-9-63965057
