evidence_id,txn_id,date,from_account,to_account,amount,ifsc,case_id,unique_nonce
E-225,TXN225-0000-32713971,2026-02-10,50100713971,50200713971,13971,SBIN0001234,case-012-demo,E-225-0
E-225,TXN225-0001-32713971,2026-02-11,50100713972,50200713972,14471,SBIN0001234,case-012-demo,E-225-1
E-225,TXN225-0002-32713971,2026-02-12,50100713973,50200713973,14971,SBIN0001234,case-012-demo,E-225-2
E-225,TXN225-0003-32713971,2026-02-13,50100713974,50200713974,15471,SBIN0001234,case-012-demo,E-225-3
E-225,TXN225-0004-32713971,2026-02-14,50100713975,50200713975,15971,SBIN0001234,case-012-demo,E-225-4
E-225,TXN225-0005-32713971,2026-02-15,50100713976,50200713976,16471,SBIN0001234,case-012-demo,E-225-5
E-225,TXN225-0006-32713971,2026-02-16,50100713977,50200713977,16971,SBIN0001234,case-012-demo,E-225-6
E-225,TXN225-0007-32713971,2026-02-17,50100713978,50200713978,17471,SBIN0001234,case-012-demo,E-225-7
E-225,TXN225-0008-32713971,2026-02-18,50100713979,50200713979,17971,SBIN0001234,case-012-demo,E-225-8
E-225,TXN225-0009-32713971,2026-02-19,50100713980,50200713980,18471,SBIN0001234,case-012-demo,E-225-9
E-225,TXN225-0010-32713971,2026-02-20,50100713981,50200713981,18971,SBIN0001234,case-012-demo,E-225-10
E-225,TXN225-0011-32713971,2026-02-21,50100713982,50200713982,19471,SBIN0001234,case-012-demo,E-225-11
E-225,TXN225-0012-32713971,2026-02-22,50100713983,50200713983,19971,SBIN0001234,case-012-demo,E-225-12
E-225,TXN225-0013-32713971,2026-02-23,50100713984,50200713984,20471,SBIN0001234,case-012-demo,E-225-13
E-225,TXN225-0014-32713971,2026-02-24,50100713985,50200713985,20971,SBIN0001234,case-012-demo,E-225-14
