evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-190,+919861539767,+919861539772,2026-02-10T14:32:00Z,127,OUTGOING,case-019-demo,E-190-0-61539767
E-190,+919861539768,+919861539773,2026-02-11T14:32:00Z,137,OUTGOING,case-019-demo,E-190-1-61539767
E-190,+919861539769,+919861539774,2026-02-12T14:32:00Z,147,OUTGOING,case-019-demo,E-190-2-61539767
E-190,+919861539770,+919861539775,2026-02-13T14:32:00Z,157,OUTGOING,case-019-demo,E-190-3-61539767
E-190,+919861539771,+919861539776,2026-02-14T14:32:00Z,167,OUTGOING,case-019-demo,E-190-4-61539767
E-190,+919861539772,+919861539777,2026-02-15T14:32:00Z,177,OUTGOING,case-019-demo,E-190-5-61539767
E-190,+919861539773,+919861539778,2026-02-16T14:32:00Z,187,OUTGOING,case-019-demo,E-190-6-61539767
E-190,+919861539774,+919861539779,2026-02-17T14:32:00Z,197,OUTGOING,case-019-demo,E-190-7-61539767
E-190,+919861539775,+919861539780,2026-02-18T14:32:00Z,207,OUTGOING,case-019-demo,E-190-8-61539767
E-190,+919861539776,+919861539781,2026-02-19T14:32:00Z,217,OUTGOING,case-019-demo,E-190-9-61539767
