evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-210,+919813680834,+919813680839,2026-02-10T14:32:00Z,94,OUTGOING,case-007-demo,E-210-0-13680834
E-210,+919813680835,+919813680840,2026-02-11T14:32:00Z,104,OUTGOING,case-007-demo,E-210-1-13680834
E-210,+919813680836,+919813680841,2026-02-12T14:32:00Z,114,OUTGOING,case-007-demo,E-210-2-13680834
E-210,+919813680837,+919813680842,2026-02-13T14:32:00Z,124,OUTGOING,case-007-demo,E-210-3-13680834
E-210,+919813680838,+919813680843,2026-02-14T14:32:00Z,134,OUTGOING,case-007-demo,E-210-4-13680834
E-210,+919813680839,+919813680844,2026-02-15T14:32:00Z,144,OUTGOING,case-007-demo,E-210-5-13680834
E-210,+919813680840,+919813680845,2026-02-16T14:32:00Z,154,OUTGOING,case-007-demo,E-210-6-13680834
E-210,+919813680841,+919813680846,2026-02-17T14:32:00Z,164,OUTGOING,case-007-demo,E-210-7-13680834
E-210,+919813680842,+919813680847,2026-02-18T14:32:00Z,174,OUTGOING,case-007-demo,E-210-8-13680834
E-210,+919813680843,+919813680848,2026-02-19T14:32:00Z,184,OUTGOING,case-007-demo,E-210-9-13680834
