evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-290,+919819272028,+919819272033,2026-02-10T14:32:00Z,88,OUTGOING,case-009-demo,E-290-0-19272028
E-290,+919819272029,+919819272034,2026-02-11T14:32:00Z,98,OUTGOING,case-009-demo,E-290-1-19272028
E-290,+919819272030,+919819272035,2026-02-12T14:32:00Z,108,OUTGOING,case-009-demo,E-290-2-19272028
E-290,+919819272031,+919819272036,2026-02-13T14:32:00Z,118,OUTGOING,case-009-demo,E-290-3-19272028
E-290,+919819272032,+919819272037,2026-02-14T14:32:00Z,128,OUTGOING,case-009-demo,E-290-4-19272028
E-290,+919819272033,+919819272038,2026-02-15T14:32:00Z,138,OUTGOING,case-009-demo,E-290-5-19272028
E-290,+919819272034,+919819272039,2026-02-16T14:32:00Z,148,OUTGOING,case-009-demo,E-290-6-19272028
E-290,+919819272035,+919819272040,2026-02-17T14:32:00Z,158,OUTGOING,case-009-demo,E-290-7-19272028
E-290,+919819272036,+919819272041,2026-02-18T14:32:00Z,168,OUTGOING,case-009-demo,E-290-8-19272028
E-290,+919819272037,+919819272042,2026-02-19T14:32:00Z,178,OUTGOING,case-009-demo,E-290-9-19272028
