evidence_id,calling_number,called_number,timestamp,duration_seconds,direction,case_id,unique_nonce
E-270,+919866737389,+919866737394,2026-02-10T14:32:00Z,149,OUTGOING,case-010-demo,E-270-0-66737389
E-270,+919866737390,+919866737395,2026-02-11T14:32:00Z,159,OUTGOING,case-010-demo,E-270-1-66737389
E-270,+919866737391,+919866737396,2026-02-12T14:32:00Z,169,OUTGOING,case-010-demo,E-270-2-66737389
E-270,+919866737392,+919866737397,2026-02-13T14:32:00Z,179,OUTGOING,case-010-demo,E-270-3-66737389
E-270,+919866737393,+919866737398,2026-02-14T14:32:00Z,189,OUTGOING,case-010-demo,E-270-4-66737389
E-270,+919866737394,+919866737399,2026-02-15T14:32:00Z,199,OUTGOING,case-010-demo,E-270-5-66737389
E-270,+919866737395,+919866737400,2026-02-16T14:32:00Z,209,OUTGOING,case-010-demo,E-270-6-66737389
E-270,+919866737396,+919866737401,2026-02-17T14:32:00Z,219,OUTGOING,case-010-demo,E-270-7-66737389
E-270,+919866737397,+919866737402,2026-02-18T14:32:00Z,229,OUTGOING,case-010-demo,E-270-8-66737389
E-270,+919866737398,+919866737403,2026-02-19T14:32:00Z,239,OUTGOING,case-010-demo,E-270-9-66737389
