txn_id,from_account,to_account,timestamp,amount,txn_type,reference,narrative,record_nonce
TXN000194-0194,50001989851,50000418916,2025-02-18T14:00:00+00:00,139494,CASH,TXN000194-194-0,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000195-0194,50002094580,50001152019,2025-02-18T20:00:00+00:00,152945,NEFT,TXN000195-194-1,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000196-0194,50002199309,50001885122,2025-02-19T02:00:00+00:00,48276,RTGS,TXN000196-194-2,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000197-0194,50002304038,50002618225,2025-02-19T08:00:00+00:00,179847,IMPS,TXN000197-194-3,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000198-0194,50002408767,50003351328,2025-02-19T14:00:00+00:00,193298,UPI,TXN000198-194-4,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000199-0194,50002513496,50000418916,2025-02-19T20:00:00+00:00,206749,CASH,TXN000199-194-5,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000200-0194,50002618225,50001152019,2025-02-20T02:00:00+00:00,220200,NEFT,TXN000200-194-6,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000201-0194,50002722954,50001885122,2025-02-20T08:00:00+00:00,233651,RTGS,TXN000201-194-7,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000202-0194,50002827683,50002618225,2025-02-20T14:00:00+00:00,247102,IMPS,TXN000202-194-8,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000203-0194,50002932412,50003351328,2025-02-20T20:00:00+00:00,48393,UPI,TXN000203-194-9,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000204-0194,50003037141,50000418916,2025-02-21T02:00:00+00:00,274004,CASH,TXN000204-194-10,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000205-0194,50003141870,50001152019,2025-02-21T08:00:00+00:00,287455,NEFT,TXN000205-194-11,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000206-0194,50003246599,50001885122,2025-02-21T14:00:00+00:00,300906,RTGS,TXN000206-194-12,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000207-0194,50003351328,50002618225,2025-02-21T20:00:00+00:00,314357,IMPS,TXN000207-194-13,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000208-0194,50003456057,50003351328,2025-02-22T02:00:00+00:00,327808,UPI,TXN000208-194-14,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000209-0194,50003560786,50000418916,2025-02-22T08:00:00+00:00,341259,CASH,TXN000209-194-15,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000210-0194,50000000000,50001152019,2025-02-22T14:00:00+00:00,48510,NEFT,TXN000210-194-16,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000211-0194,50000104729,50001885122,2025-02-22T20:00:00+00:00,368161,RTGS,TXN000211-194-17,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000212-0194,50000209458,50002618225,2025-02-23T02:00:00+00:00,381612,IMPS,TXN000212-194-18,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv
TXN000213-0194,50000314187,50003351328,2025-02-23T08:00:00+00:00,395063,UPI,TXN000213-194-19,Transfer per transaction record,E-0194|CR-2017|evidence/CR-2017/CR-2017_FINANCIAL_03.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
