call_id,caller_number,callee_number,timestamp,duration_s,call_type,cell_id,imei,record_nonce
CDR00316-000,+919000006302,+919000011234,2025-01-09T02:52:00+00:00,98,SMS,CELL-0016,IMEI123456789012661,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-001,+919000006439,+919000001370,2025-01-09T03:29:00+00:00,121,MISSED,CELL-0017,IMEI123456789012662,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-002,+919000006576,+919000003836,2025-01-09T04:06:00+00:00,144,VOICE,CELL-0018,IMEI123456789012663,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-003,+919000006713,+919000006302,2025-01-09T04:43:00+00:00,167,SMS,CELL-0019,IMEI123456789012664,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-004,+919000006850,+919000008905,2025-01-09T05:20:00+00:00,190,MISSED,CELL-0000,IMEI123456789012665,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-005,+919000006987,+919000011371,2025-01-09T05:57:00+00:00,213,VOICE,CELL-0001,IMEI123456789012666,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-006,+919000007124,+919000001507,2025-01-09T06:34:00+00:00,236,SMS,CELL-0002,IMEI123456789012667,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-007,+919000007261,+919000003973,2025-01-09T07:11:00+00:00,259,MISSED,CELL-0003,IMEI123456789012668,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-008,+919000007398,+919000006439,2025-01-09T07:48:00+00:00,282,VOICE,CELL-0004,IMEI123456789012669,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-009,+919000007535,+919000009042,2025-01-09T08:25:00+00:00,305,SMS,CELL-0005,IMEI123456789012670,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-010,+919000007672,+919000011508,2025-01-09T09:02:00+00:00,328,MISSED,CELL-0006,IMEI123456789012671,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-011,+919000007809,+919000001644,2025-01-09T09:39:00+00:00,351,VOICE,CELL-0007,IMEI123456789012672,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-012,+919000007946,+919000004110,2025-01-09T10:16:00+00:00,374,SMS,CELL-0008,IMEI123456789012673,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-013,+919000008083,+919000006576,2025-01-09T10:53:00+00:00,397,MISSED,CELL-0009,IMEI123456789012674,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-014,+919000008220,+919000009179,2025-01-09T11:30:00+00:00,420,VOICE,CELL-0010,IMEI123456789012675,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-015,+919000008357,+919000011645,2025-01-09T12:07:00+00:00,443,SMS,CELL-0011,IMEI123456789012676,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-016,+919000008494,+919000001781,2025-01-09T12:44:00+00:00,466,MISSED,CELL-0012,IMEI123456789012677,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-017,+919000008631,+919000004247,2025-01-09T13:21:00+00:00,489,VOICE,CELL-0013,IMEI123456789012678,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-018,+919000008768,+919000006713,2025-01-09T13:58:00+00:00,512,SMS,CELL-0014,IMEI123456789012679,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv
CDR00316-019,+919000008905,+919000009316,2025-01-09T14:35:00+00:00,535,MISSED,CELL-0015,IMEI123456789012680,E-0316|CR-2017|evidence/CR-2017/CR-2017_CDR_317.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
