txn_id,from_account,to_account,timestamp,amount,txn_type,reference,narrative,record_nonce
TXN000150-0150,50001047290,50001152019,2025-02-07T14:00:00+00:00,42650,NEFT,TXN000150-150-0,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000151-0150,50001152019,50001885122,2025-02-07T20:00:00+00:00,56101,RTGS,TXN000151-150-1,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000152-0150,50001256748,50002618225,2025-02-08T02:00:00+00:00,69552,IMPS,TXN000152-150-2,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000153-0150,50001361477,50003351328,2025-02-08T08:00:00+00:00,83003,UPI,TXN000153-150-3,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000154-0150,50001466206,50000418916,2025-02-08T14:00:00+00:00,47574,CASH,TXN000154-150-4,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000155-0150,50001570935,50001152019,2025-02-08T20:00:00+00:00,109905,NEFT,TXN000155-150-5,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000156-0150,50001675664,50001885122,2025-02-09T02:00:00+00:00,123356,RTGS,TXN000156-150-6,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000157-0150,50001780393,50002618225,2025-02-09T08:00:00+00:00,136807,IMPS,TXN000157-150-7,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000158-0150,50001885122,50003351328,2025-02-09T14:00:00+00:00,150258,UPI,TXN000158-150-8,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000159-0150,50001989851,50000418916,2025-02-09T20:00:00+00:00,163709,CASH,TXN000159-150-9,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000160-0150,50002094580,50001152019,2025-02-10T02:00:00+00:00,177160,NEFT,TXN000160-150-10,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000161-0150,50002199309,50001885122,2025-02-10T08:00:00+00:00,47691,RTGS,TXN000161-150-11,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000162-0150,50002304038,50002618225,2025-02-10T14:00:00+00:00,204062,IMPS,TXN000162-150-12,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000163-0150,50002408767,50003351328,2025-02-10T20:00:00+00:00,217513,UPI,TXN000163-150-13,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000164-0150,50002513496,50000418916,2025-02-11T02:00:00+00:00,230964,CASH,TXN000164-150-14,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000165-0150,50002618225,50001152019,2025-02-11T08:00:00+00:00,244415,NEFT,TXN000165-150-15,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000166-0150,50002722954,50001885122,2025-02-11T14:00:00+00:00,257866,RTGS,TXN000166-150-16,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000167-0150,50002827683,50002618225,2025-02-11T20:00:00+00:00,271317,IMPS,TXN000167-150-17,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000168-0150,50002932412,50003351328,2025-02-12T02:00:00+00:00,47808,UPI,TXN000168-150-18,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv
TXN000169-0150,50003037141,50000418916,2025-02-12T08:00:00+00:00,298219,CASH,TXN000169-150-19,Transfer per transaction record,E-0150|CR-2013|evidence/CR-2013/CR-2013_FINANCIAL_07.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
